Track,Frequency,Note,Key,Channel,Port
3,78012, Note_on_c,2,34,101,0
3,78156, Note_on_c,2,31,104,0
3,78228, Note_off_c,2,34,64,0
3,78404, Note_on_c,2,29,86,0
3,78540, Note_off_c,2,31,64,0
3,78692, Note_off_c,2,29,64,0
3,78724, Note_on_c,2,34,127,0
3,79208, Note_on_c,2,31,127,0
3,79260, Note_off_c,2,34,64,0
3,79452, Note_on_c,2,29,107,0
3,79596, Note_off_c,2,31,64,0
3,79684, Note_on_c,2,34,127,0
3,79716, Note_off_c,2,29,64,0
3,79832, Note_off_c,2,34,64,0
3,79936, Note_on_c,2,34,106,0
3,80188, Note_off_c,2,34,64,0
3,80324, Note_on_c,2,31,80,0
3,80560, Note_on_c,2,29,92,0
3,80640, Note_on_c,2,39,127,0
3,80720, Note_off_c,2,31,64,0
3,80936, Note_off_c,2,29,64,0
3,80980, Note_off_c,2,39,64,0
3,81120, Note_on_c,2,39,127,0
3,81216, Note_off_c,2,39,64,0
3,81364, Note_on_c,2,39,99,0
3,81452, Note_off_c,2,39,64,0
3,81604, Note_on_c,2,39,127,0
3,81776, Note_off_c,2,39,64,0
3,81852, Note_on_c,2,39,101,0
3,82400, Note_off_c,2,39,64,0
3,82564, Note_on_c,2,39,127,0
3,82916, Note_off_c,2,39,64,0
3,83048, Note_on_c,2,39,127,0
3,83128, Note_off_c,2,39,64,0
3,83292, Note_on_c,2,39,107,0
3,83360, Note_off_c,2,39,64,0
3,83524, Note_on_c,2,39,127,0
3,83724, Note_off_c,2,39,64,0
3,83856, Note_on_c,2,39,118,0
3,84272, Note_off_c,2,39,64,0
3,84480, Note_on_c,2,34,127,0
3,84960, Note_on_c,2,31,127,0
3,84968, Note_off_c,2,34,64,0
3,85116, Note_on_c,2,29,77,0
3,85316, Note_off_c,2,31,64,0
3,85356, Note_on_c,2,34,127,0
3,85376, Note_off_c,2,29,64,0
3,85516, Note_off_c,2,34,64,0
3,85692, Note_on_c,2,34,101,0
3,85836, Note_on_c,2,31,104,0
3,85908, Note_off_c,2,34,64,0
3,86084, Note_on_c,2,29,86,0
3,86220, Note_off_c,2,31,64,0
3,86372, Note_off_c,2,29,64,0
3,86400, Note_on_c,2,34,118,0
3,86812, Note_off_c,2,34,64,0
3,86880, Note_on_c,2,26,118,0
3,87252, Note_off_c,2,26,64,0
3,87360, Note_on_c,2,27,118,0
3,87756, Note_off_c,2,27,64,0
3,87840, Note_on_c,2,28,118,0
3,88080, Note_on_c,2,29,118,0
3,88180, Note_off_c,2,28,64,0
3,88320, Note_on_c,2,41,127,0
3,88332, Note_off_c,2,29,64,0
3,88680, Note_on_c,2,38,87,0
3,88816, Note_off_c,2,41,64,0
3,89044, Note_on_c,2,36,99,0
3,89060, Note_off_c,2,38,64,0
3,89196, Note_on_c,2,41,127,0
3,89260, Note_off_c,2,36,64,0
3,89352, Note_off_c,2,41,64,0
3,89532, Note_on_c,2,41,101,0
3,89636, Note_off_c,2,41,64,0
3,89676, Note_on_c,2,41,104,0
3,89676, Note_on_c,2,38,104,0
3,89808, Note_off_c,2,41,64,0
3,90004, Note_on_c,2,36,102,0
3,90076, Note_off_c,2,38,64,0
3,90196, Note_off_c,2,36,64,0
3,90244, Note_on_c,2,39,127,0
3,90724, Note_off_c,2,39,64,0
3,90728, Note_on_c,2,36,127,0
3,90972, Note_on_c,2,34,107,0
3,91056, Note_off_c,2,36,64,0
3,91244, Note_off_c,2,34,64,0
3,91360, Note_on_c,2,39,83,0
3,91528, Note_off_c,2,39,64,0
3,91604, Note_on_c,2,39,103,0
3,91760, Note_on_c,2,36,118,0
3,91768, Note_off_c,2,39,64,0
3,92080, Note_off_c,2,36,64,0
3,92160, Note_on_c,2,34,127,0
3,92640, Note_on_c,2,31,127,0
3,92648, Note_off_c,2,34,64,0
3,92796, Note_on_c,2,29,77,0
3,92996, Note_off_c,2,31,64,0
3,93036, Note_on_c,2,34,127,0
3,93056, Note_off_c,2,29,64,0
3,93196, Note_off_c,2,34,64,0
3,93372, Note_on_c,2,34,101,0
3,93516, Note_on_c,2,31,104,0
3,93588, Note_off_c,2,34,64,0
3,93764, Note_on_c,2,29,86,0
3,93900, Note_off_c,2,31,64,0
3,94052, Note_off_c,2,29,64,0
3,94080, Note_on_c,2,34,118,0
3,94280, Note_off_c,2,34,64,0
3,94380, Note_on_c,2,34,118,0
3,94528, Note_on_c,2,31,118,0
3,94548, Note_off_c,2,34,64,0
3,94804, Note_on_c,2,29,118,0
3,94844, Note_off_c,2,31,64,0
3,95268, Note_off_c,2,29,64,0
3,95328, Note_on_c,2,29,118,0
3,95496, Note_on_c,2,31,118,0
3,95512, Note_off_c,2,29,64,0
3,95784, Note_on_c,2,29,118,0
3,95796, Note_off_c,2,31,64,0
3,95956, Note_off_c,2,29,64,0
3,96000, Note_on_c,2,34,127,0
3,96480, Note_on_c,2,31,127,0
3,96488, Note_off_c,2,34,64,0
3,96636, Note_on_c,2,29,77,0
3,96836, Note_off_c,2,31,64,0
3,96876, Note_on_c,2,34,127,0
3,96896, Note_off_c,2,29,64,0
3,97036, Note_off_c,2,34,64,0
3,97212, Note_on_c,2,34,101,0
3,97356, Note_on_c,2,31,104,0
3,97428, Note_off_c,2,34,64,0
3,97604, Note_on_c,2,29,86,0
3,97740, Note_off_c,2,31,64,0
3,97892, Note_off_c,2,29,64,0
3,97924, Note_on_c,2,34,127,0
3,98408, Note_on_c,2,31,127,0
3,98460, Note_off_c,2,34,64,0
3,98652, Note_on_c,2,29,107,0
3,98796, Note_off_c,2,31,64,0
3,98884, Note_on_c,2,34,127,0
3,98916, Note_off_c,2,29,64,0
3,99032, Note_off_c,2,34,64,0
3,99136, Note_on_c,2,34,106,0
3,99388, Note_off_c,2,34,64,0
3,99524, Note_on_c,2,31,80,0
3,99760, Note_on_c,2,29,92,0
3,99840, Note_on_c,2,34,127,0
3,99920, Note_off_c,2,31,64,0
3,100136, Note_off_c,2,29,64,0
3,100320, Note_on_c,2,31,127,0
3,100328, Note_off_c,2,34,64,0
3,100476, Note_on_c,2,29,77,0
3,100676, Note_off_c,2,31,64,0
3,100716, Note_on_c,2,34,127,0
3,100736, Note_off_c,2,29,64,0
3,100876, Note_off_c,2,34,64,0
3,101052, Note_on_c,2,34,101,0
3,101196, Note_on_c,2,31,104,0
3,101268, Note_off_c,2,34,64,0
3,101444, Note_on_c,2,29,86,0
3,101580, Note_off_c,2,31,64,0
3,101732, Note_off_c,2,29,64,0
3,101764, Note_on_c,2,34,127,0
3,102248, Note_on_c,2,31,127,0
3,102300, Note_off_c,2,34,64,0
3,102492, Note_on_c,2,29,107,0
3,102636, Note_off_c,2,31,64,0
3,102724, Note_on_c,2,34,127,0
3,102756, Note_off_c,2,29,64,0
3,102872, Note_off_c,2,34,64,0
3,102976, Note_on_c,2,34,106,0
3,103228, Note_off_c,2,34,64,0
3,103364, Note_on_c,2,31,80,0
3,103600, Note_on_c,2,29,92,0
3,103680, Note_on_c,2,39,127,0
3,103760, Note_off_c,2,31,64,0
3,103976, Note_off_c,2,29,64,0
3,104020, Note_off_c,2,39,64,0
3,104160, Note_on_c,2,39,127,0
3,104256, Note_off_c,2,39,64,0
3,104404, Note_on_c,2,39,99,0
3,104492, Note_off_c,2,39,64,0
3,104644, Note_on_c,2,39,127,0
3,104816, Note_off_c,2,39,64,0
3,104892, Note_on_c,2,39,101,0
3,105440, Note_off_c,2,39,64,0
3,105604, Note_on_c,2,39,127,0
3,105956, Note_off_c,2,39,64,0
3,106088, Note_on_c,2,39,127,0
3,106168, Note_off_c,2,39,64,0
3,106332, Note_on_c,2,39,107,0
3,106400, Note_off_c,2,39,64,0
3,106564, Note_on_c,2,39,127,0
3,106764, Note_off_c,2,39,64,0
3,106896, Note_on_c,2,39,118,0
3,107312, Note_off_c,2,39,64,0
3,107520, Note_on_c,2,34,127,0
3,108000, Note_on_c,2,31,127,0
3,108008, Note_off_c,2,34,64,0
3,108156, Note_on_c,2,29,77,0
3,108356, Note_off_c,2,31,64,0
3,108396, Note_on_c,2,34,127,0
3,108416, Note_off_c,2,29,64,0
3,108556, Note_off_c,2,34,64,0
3,108732, Note_on_c,2,34,101,0
3,108876, Note_on_c,2,31,104,0
3,108948, Note_off_c,2,34,64,0
3,109124, Note_on_c,2,29,86,0
3,109260, Note_off_c,2,31,64,0
3,109412, Note_off_c,2,29,64,0
3,109440, Note_on_c,2,34,118,0
3,109852, Note_off_c,2,34,64,0
3,109920, Note_on_c,2,26,118,0
3,110292, Note_off_c,2,26,64,0
3,110400, Note_on_c,2,27,118,0
3,110796, Note_off_c,2,27,64,0
3,110880, Note_on_c,2,28,118,0
3,111120, Note_on_c,2,29,118,0
3,111220, Note_off_c,2,28,64,0
3,111360, Note_on_c,2,41,127,0
3,111372, Note_off_c,2,29,64,0
3,111720, Note_on_c,2,38,87,0
3,111856, Note_off_c,2,41,64,0
3,112084, Note_on_c,2,36,99,0
3,112100, Note_off_c,2,38,64,0
3,112236, Note_on_c,2,41,127,0
3,112300, Note_off_c,2,36,64,0
3,112392, Note_off_c,2,41,64,0
3,112572, Note_on_c,2,41,101,0
3,112676, Note_off_c,2,41,64,0
3,112716, Note_on_c,2,41,104,0
3,112716, Note_on_c,2,38,104,0
3,112848, Note_off_c,2,41,64,0
3,113044, Note_on_c,2,36,102,0
3,113116, Note_off_c,2,38,64,0
3,113236, Note_off_c,2,36,64,0
3,113284, Note_on_c,2,39,127,0
3,113764, Note_off_c,2,39,64,0
3,113768, Note_on_c,2,36,127,0
3,114012, Note_on_c,2,34,107,0
3,114096, Note_off_c,2,36,64,0
3,114284, Note_off_c,2,34,64,0
3,114400, Note_on_c,2,39,83,0
3,114568, Note_off_c,2,39,64,0
3,114644, Note_on_c,2,39,103,0
3,114800, Note_on_c,2,36,118,0
3,114808, Note_off_c,2,39,64,0
3,115120, Note_off_c,2,36,64,0
3,115200, Note_on_c,2,34,127,0
3,115680, Note_on_c,2,31,127,0
3,115688, Note_off_c,2,34,64,0
3,115836, Note_on_c,2,29,77,0
3,116036, Note_off_c,2,31,64,0
3,116076, Note_on_c,2,34,127,0
3,116096, Note_off_c,2,29,64,0
3,116236, Note_off_c,2,34,64,0
3,116412, Note_on_c,2,34,101,0
3,116556, Note_on_c,2,31,104,0
3,116628, Note_off_c,2,34,64,0
3,116804, Note_on_c,2,29,86,0
3,116940, Note_off_c,2,31,64,0
3,117092, Note_off_c,2,29,64,0
3,117120, Note_on_c,2,34,118,0
3,117320, Note_off_c,2,34,64,0
3,117420, Note_on_c,2,34,118,0
3,117568, Note_on_c,2,31,118,0
3,117588, Note_off_c,2,34,64,0
3,117844, Note_on_c,2,29,118,0
3,117884, Note_off_c,2,31,64,0
3,118308, Note_off_c,2,29,64,0
3,118368, Note_on_c,2,29,118,0
3,118536, Note_on_c,2,31,118,0
3,118552, Note_off_c,2,29,64,0
3,118824, Note_on_c,2,29,118,0
3,118836, Note_off_c,2,31,64,0
3,118996, Note_off_c,2,29,64,0
3,119040, Note_on_c,2,34,127,0
3,119520, Note_on_c,2,31,127,0
3,119528, Note_off_c,2,34,64,0
3,119676, Note_on_c,2,29,77,0
3,119876, Note_off_c,2,31,64,0
3,119916, Note_on_c,2,34,127,0
3,119936, Note_off_c,2,29,64,0
3,120076, Note_off_c,2,34,64,0
3,120252, Note_on_c,2,34,101,0
3,120396, Note_on_c,2,31,104,0
3,120468, Note_off_c,2,34,64,0
3,120644, Note_on_c,2,29,86,0
3,120780, Note_off_c,2,31,64,0
3,120932, Note_off_c,2,29,64,0
3,120964, Note_on_c,2,34,127,0
3,121448, Note_on_c,2,31,127,0
3,121500, Note_off_c,2,34,64,0
3,121692, Note_on_c,2,29,107,0
3,121836, Note_off_c,2,31,64,0
3,121924, Note_on_c,2,34,127,0
3,121956, Note_off_c,2,29,64,0
3,122072, Note_off_c,2,34,64,0
3,122176, Note_on_c,2,34,106,0
3,122428, Note_off_c,2,34,64,0
3,122564, Note_on_c,2,31,80,0
3,122800, Note_on_c,2,29,92,0
3,122880, Note_on_c,2,34,127,0
3,122960, Note_off_c,2,31,64,0
3,123176, Note_off_c,2,29,64,0
3,123360, Note_on_c,2,31,127,0
3,123368, Note_off_c,2,34,64,0
3,123516, Note_on_c,2,29,77,0
3,123716, Note_off_c,2,31,64,0
3,123756, Note_on_c,2,34,127,0
3,123776, Note_off_c,2,29,64,0
3,123916, Note_off_c,2,34,64,0
3,124092, Note_on_c,2,34,101,0
3,124236, Note_on_c,2,31,104,0
3,124308, Note_off_c,2,34,64,0
3,124484, Note_on_c,2,29,86,0
3,124620, Note_off_c,2,31,64,0
3,124772, Note_off_c,2,29,64,0
3,124804, Note_on_c,2,34,127,0
3,125288, Note_on_c,2,31,127,0
3,125340, Note_off_c,2,34,64,0
3,125532, Note_on_c,2,29,107,0
3,125676, Note_off_c,2,31,64,0
3,125764, Note_on_c,2,34,127,0
3,125796, Note_off_c,2,29,64,0
3,125912, Note_off_c,2,34,64,0
3,126016, Note_on_c,2,34,106,0
3,126268, Note_off_c,2,34,64,0
3,126404, Note_on_c,2,31,80,0
3,126640, Note_on_c,2,29,92,0
3,126720, Note_on_c,2,39,127,0
3,126800, Note_off_c,2,31,64,0
3,127016, Note_off_c,2,29,64,0
3,127060, Note_off_c,2,39,64,0
3,127200, Note_on_c,2,39,127,0
3,127296, Note_off_c,2,39,64,0
3,127444, Note_on_c,2,39,99,0
3,127532, Note_off_c,2,39,64,0
3,127684, Note_on_c,2,39,127,0
3,127856, Note_off_c,2,39,64,0
3,127932, Note_on_c,2,39,101,0
3,128480, Note_off_c,2,39,64,0
3,128644, Note_on_c,2,39,127,0
3,128996, Note_off_c,2,39,64,0
3,129128, Note_on_c,2,39,127,0
3,129208, Note_off_c,2,39,64,0
3,129372, Note_on_c,2,39,107,0
3,129440, Note_off_c,2,39,64,0
3,129604, Note_on_c,2,39,127,0
3,129804, Note_off_c,2,39,64,0
3,129936, Note_on_c,2,39,118,0
3,130352, Note_off_c,2,39,64,0
3,130560, Note_on_c,2,34,127,0
3,131040, Note_on_c,2,31,127,0
3,131048, Note_off_c,2,34,64,0
3,131196, Note_on_c,2,29,77,0
3,131396, Note_off_c,2,31,64,0
3,131436, Note_on_c,2,34,127,0
3,131456, Note_off_c,2,29,64,0
3,131596, Note_off_c,2,34,64,0
3,131772, Note_on_c,2,34,101,0
3,131916, Note_on_c,2,31,104,0
3,131988, Note_off_c,2,34,64,0
3,132164, Note_on_c,2,29,86,0
3,132300, Note_off_c,2,31,64,0
3,132452, Note_off_c,2,29,64,0
3,132480, Note_on_c,2,34,118,0
3,132892, Note_off_c,2,34,64,0
3,132960, Note_on_c,2,26,118,0
3,133332, Note_off_c,2,26,64,0
3,133440, Note_on_c,2,27,118,0
3,133836, Note_off_c,2,27,64,0
3,133920, Note_on_c,2,28,118,0
3,134160, Note_on_c,2,29,118,0
3,134260, Note_off_c,2,28,64,0
3,134400, Note_on_c,2,41,127,0
3,134412, Note_off_c,2,29,64,0
3,134760, Note_on_c,2,38,87,0
3,134896, Note_off_c,2,41,64,0
3,135124, Note_on_c,2,36,99,0
3,135140, Note_off_c,2,38,64,0
3,135276, Note_on_c,2,41,127,0
3,135340, Note_off_c,2,36,64,0
3,135432, Note_off_c,2,41,64,0
3,135612, Note_on_c,2,41,101,0
3,135716, Note_off_c,2,41,64,0
3,135756, Note_on_c,2,41,104,0
3,135756, Note_on_c,2,38,104,0
3,135888, Note_off_c,2,41,64,0
3,136084, Note_on_c,2,36,102,0
3,136156, Note_off_c,2,38,64,0
3,136276, Note_off_c,2,36,64,0
3,136324, Note_on_c,2,39,127,0
3,136804, Note_off_c,2,39,64,0
3,136808, Note_on_c,2,36,127,0
3,137052, Note_on_c,2,34,107,0
3,137136, Note_off_c,2,36,64,0
3,137324, Note_off_c,2,34,64,0
3,137440, Note_on_c,2,39,83,0
3,137608, Note_off_c,2,39,64,0
3,137684, Note_on_c,2,39,103,0
3,137840, Note_on_c,2,36,118,0
3,137848, Note_off_c,2,39,64,0
3,138160, Note_off_c,2,36,64,0
3,138240, Note_on_c,2,34,127,0
3,138720, Note_on_c,2,31,127,0
3,138728, Note_off_c,2,34,64,0
3,138876, Note_on_c,2,29,77,0
3,139076, Note_off_c,2,31,64,0
3,139116, Note_on_c,2,34,127,0
3,139136, Note_off_c,2,29,64,0
3,139276, Note_off_c,2,34,64,0
3,139452, Note_on_c,2,34,101,0
3,139596, Note_on_c,2,31,104,0
3,139668, Note_off_c,2,34,64,0
3,139844, Note_on_c,2,29,86,0
3,139980, Note_off_c,2,31,64,0
3,140132, Note_off_c,2,29,64,0
3,140160, Note_on_c,2,34,118,0
3,140360, Note_off_c,2,34,64,0
3,140460, Note_on_c,2,34,118,0
3,140608, Note_on_c,2,31,118,0
3,140628, Note_off_c,2,34,64,0
3,140884, Note_on_c,2,29,118,0
3,140924, Note_off_c,2,31,64,0
3,141348, Note_off_c,2,29,64,0
3,141408, Note_on_c,2,29,118,0
3,141576, Note_on_c,2,31,118,0
3,141592, Note_off_c,2,29,64,0
3,141864, Note_on_c,2,29,118,0
3,141876, Note_off_c,2,31,64,0
3,142036, Note_off_c,2,29,64,0
3,142080, Note_on_c,2,34,127,0
3,142560, Note_on_c,2,31,127,0
3,142568, Note_off_c,2,34,64,0
3,142716, Note_on_c,2,29,77,0
3,142916, Note_off_c,2,31,64,0
3,142956, Note_on_c,2,34,127,0
3,142976, Note_off_c,2,29,64,0
3,143116, Note_off_c,2,34,64,0
3,143292, Note_on_c,2,34,101,0
3,143436, Note_on_c,2,31,104,0
3,143508, Note_off_c,2,34,64,0
3,143684, Note_on_c,2,29,86,0
3,143820, Note_off_c,2,31,64,0
3,143972, Note_off_c,2,29,64,0
3,144004, Note_on_c,2,34,127,0
3,144488, Note_on_c,2,31,127,0
3,144540, Note_off_c,2,34,64,0
3,144732, Note_on_c,2,29,107,0
3,144876, Note_off_c,2,31,64,0
3,144964, Note_on_c,2,34,127,0
3,144996, Note_off_c,2,29,64,0
3,145112, Note_off_c,2,34,64,0
3,145216, Note_on_c,2,34,106,0
3,145468, Note_off_c,2,34,64,0
3,145604, Note_on_c,2,31,80,0
3,145840, Note_on_c,2,29,92,0
3,145920, Note_on_c,2,34,127,0
3,146000, Note_off_c,2,31,64,0
3,146216, Note_off_c,2,29,64,0
3,146400, Note_on_c,2,31,127,0
3,146408, Note_off_c,2,34,64,0
3,146556, Note_on_c,2,29,77,0
3,146756, Note_off_c,2,31,64,0
3,146796, Note_on_c,2,34,127,0
3,146816, Note_off_c,2,29,64,0
3,146956, Note_off_c,2,34,64,0
3,147132, Note_on_c,2,34,101,0
3,147276, Note_on_c,2,31,104,0
3,147348, Note_off_c,2,34,64,0
3,147524, Note_on_c,2,29,86,0
3,147660, Note_off_c,2,31,64,0
3,147812, Note_off_c,2,29,64,0
3,147844, Note_on_c,2,34,127,0
3,148328, Note_on_c,2,31,127,0
3,148380, Note_off_c,2,34,64,0
3,148572, Note_on_c,2,29,107,0
3,148716, Note_off_c,2,31,64,0
3,148804, Note_on_c,2,34,127,0
3,148836, Note_off_c,2,29,64,0
3,148952, Note_off_c,2,34,64,0
3,149056, Note_on_c,2,34,106,0
3,149308, Note_off_c,2,34,64,0
3,149444, Note_on_c,2,31,80,0
3,149680, Note_on_c,2,29,92,0
3,149760, Note_on_c,2,39,127,0
3,149840, Note_off_c,2,31,64,0
3,150056, Note_off_c,2,29,64,0
3,150100, Note_off_c,2,39,64,0
3,150240, Note_on_c,2,39,127,0
3,150336, Note_off_c,2,39,64,0
3,150484, Note_on_c,2,39,99,0
3,150572, Note_off_c,2,39,64,0
3,150724, Note_on_c,2,39,127,0
3,150896, Note_off_c,2,39,64,0
3,150972, Note_on_c,2,39,101,0
3,151520, Note_off_c,2,39,64,0
3,151684, Note_on_c,2,39,127,0
3,152036, Note_off_c,2,39,64,0
3,152168, Note_on_c,2,39,127,0
3,152248, Note_off_c,2,39,64,0
3,152412, Note_on_c,2,39,107,0
3,152480, Note_off_c,2,39,64,0
3,152644, Note_on_c,2,39,127,0
3,152844, Note_off_c,2,39,64,0
3,152976, Note_on_c,2,39,118,0
3,153392, Note_off_c,2,39,64,0
3,153600, Note_on_c,2,34,127,0
3,154080, Note_on_c,2,31,127,0
3,154088, Note_off_c,2,34,64,0
3,154236, Note_on_c,2,29,77,0
3,154436, Note_off_c,2,31,64,0
3,154476, Note_on_c,2,34,127,0
3,154496, Note_off_c,2,29,64,0
3,154636, Note_off_c,2,34,64,0
3,154812, Note_on_c,2,34,101,0
3,154956, Note_on_c,2,31,104,0
3,155028, Note_off_c,2,34,64,0
3,155204, Note_on_c,2,29,86,0
3,155340, Note_off_c,2,31,64,0
3,155492, Note_off_c,2,29,64,0
3,155520, Note_on_c,2,34,118,0
3,155932, Note_off_c,2,34,64,0
3,156000, Note_on_c,2,26,118,0
3,156372, Note_off_c,2,26,64,0
3,156480, Note_on_c,2,27,118,0
3,156876, Note_off_c,2,27,64,0
3,156960, Note_on_c,2,28,118,0
3,157200, Note_on_c,2,29,118,0
3,157300, Note_off_c,2,28,64,0
3,157440, Note_on_c,2,41,127,0
3,157452, Note_off_c,2,29,64,0
3,157800, Note_on_c,2,38,87,0
3,157936, Note_off_c,2,41,64,0
3,158164, Note_on_c,2,36,99,0
3,158180, Note_off_c,2,38,64,0
3,158316, Note_on_c,2,41,127,0
3,158380, Note_off_c,2,36,64,0
3,158472, Note_off_c,2,41,64,0
3,158652, Note_on_c,2,41,101,0
3,158756, Note_off_c,2,41,64,0
3,158796, Note_on_c,2,41,104,0
3,158796, Note_on_c,2,38,104,0
3,158928, Note_off_c,2,41,64,0
3,159124, Note_on_c,2,36,102,0
3,159196, Note_off_c,2,38,64,0
3,159316, Note_off_c,2,36,64,0
3,159364, Note_on_c,2,39,127,0
3,159844, Note_off_c,2,39,64,0
3,159848, Note_on_c,2,36,127,0
3,160092, Note_on_c,2,34,107,0
3,160176, Note_off_c,2,36,64,0
3,160364, Note_off_c,2,34,64,0
3,160480, Note_on_c,2,39,83,0
3,160648, Note_off_c,2,39,64,0
3,160724, Note_on_c,2,39,103,0
3,160880, Note_on_c,2,36,118,0
3,160888, Note_off_c,2,39,64,0
3,161200, Note_off_c,2,36,64,0
3,161280, Note_on_c,2,34,127,0
3,161760, Note_on_c,2,31,127,0
3,161768, Note_off_c,2,34,64,0
3,161916, Note_on_c,2,29,77,0
3,162116, Note_off_c,2,31,64,0
3,162156, Note_on_c,2,34,127,0
3,162176, Note_off_c,2,29,64,0
3,162316, Note_off_c,2,34,64,0
3,162492, Note_on_c,2,34,101,0
3,162636, Note_on_c,2,31,104,0
3,162708, Note_off_c,2,34,64,0
3,162884, Note_on_c,2,29,86,0
3,163020, Note_off_c,2,31,64,0
3,163172, Note_off_c,2,29,64,0
3,163200, Note_on_c,2,34,118,0
3,163400, Note_off_c,2,34,64,0
3,163500, Note_on_c,2,34,118,0
3,163648, Note_on_c,2,31,118,0
3,163668, Note_off_c,2,34,64,0
3,163924, Note_on_c,2,29,118,0
3,163964, Note_off_c,2,31,64,0
3,164388, Note_off_c,2,29,64,0
3,164448, Note_on_c,2,29,118,0
3,164616, Note_on_c,2,31,118,0
3,164632, Note_off_c,2,29,64,0
3,164904, Note_on_c,2,29,118,0
3,164916, Note_off_c,2,31,64,0
3,165076, Note_off_c,2,29,64,0
3,165120, Note_on_c,2,39,127,0
3,165460, Note_off_c,2,39,64,0
3,165600, Note_on_c,2,39,127,0
3,165696, Note_off_c,2,39,64,0
3,165844, Note_on_c,2,39,99,0
3,165932, Note_off_c,2,39,64,0
3,166084, Note_on_c,2,39,127,0
3,166256, Note_off_c,2,39,64,0
3,166332, Note_on_c,2,39,101,0
3,166880, Note_off_c,2,39,64,0
3,167044, Note_on_c,2,39,127,0
3,167396, Note_off_c,2,39,64,0
3,167528, Note_on_c,2,39,127,0
3,167608, Note_off_c,2,39,64,0
3,167772, Note_on_c,2,39,107,0
3,167840, Note_off_c,2,39,64,0
3,168004, Note_on_c,2,39,127,0
3,168204, Note_off_c,2,39,64,0
3,168336, Note_on_c,2,39,118,0
3,168752, Note_off_c,2,39,64,0
3,168960, Note_on_c,2,34,127,0
3,169440, Note_on_c,2,31,127,0
3,169448, Note_off_c,2,34,64,0
3,169596, Note_on_c,2,29,77,0
3,169796, Note_off_c,2,31,64,0
3,169836, Note_on_c,2,34,127,0
3,169856, Note_off_c,2,29,64,0
3,169996, Note_off_c,2,34,64,0
3,170172, Note_on_c,2,34,101,0
3,170316, Note_on_c,2,31,104,0
3,170388, Note_off_c,2,34,64,0
3,170564, Note_on_c,2,29,86,0
3,170700, Note_off_c,2,31,64,0
3,170852, Note_off_c,2,29,64,0
3,170884, Note_on_c,2,34,127,0
3,171368, Note_on_c,2,31,127,0
3,171420, Note_off_c,2,34,64,0
3,171612, Note_on_c,2,29,107,0
3,171756, Note_off_c,2,31,64,0
3,171844, Note_on_c,2,34,127,0
3,171876, Note_off_c,2,29,64,0
3,171992, Note_off_c,2,34,64,0
3,172096, Note_on_c,2,34,106,0
3,172348, Note_off_c,2,34,64,0
3,172484, Note_on_c,2,31,80,0
3,172720, Note_on_c,2,29,92,0
3,172800, Note_on_c,2,41,127,0
3,172880, Note_off_c,2,31,64,0
3,173096, Note_off_c,2,29,64,0
3,173160, Note_on_c,2,38,87,0
3,173296, Note_off_c,2,41,64,0
3,173524, Note_on_c,2,36,99,0
3,173540, Note_off_c,2,38,64,0
3,173676, Note_on_c,2,41,127,0
3,173740, Note_off_c,2,36,64,0
3,173832, Note_off_c,2,41,64,0
3,174012, Note_on_c,2,41,101,0
3,174116, Note_off_c,2,41,64,0
3,174156, Note_on_c,2,41,104,0
3,174156, Note_on_c,2,38,104,0
3,174288, Note_off_c,2,41,64,0
3,174484, Note_on_c,2,36,102,0
3,174556, Note_off_c,2,38,64,0
3,174676, Note_off_c,2,36,64,0
3,174724, Note_on_c,2,39,127,0
3,175204, Note_off_c,2,39,64,0
3,175208, Note_on_c,2,36,127,0
3,175452, Note_on_c,2,34,107,0
3,175536, Note_off_c,2,36,64,0
3,175724, Note_off_c,2,34,64,0
3,175840, Note_on_c,2,39,83,0
3,176008, Note_off_c,2,39,64,0
3,176084, Note_on_c,2,39,103,0
3,176240, Note_on_c,2,36,118,0
3,176248, Note_off_c,2,39,64,0
3,176560, Note_off_c,2,36,64,0
3,176640, Note_on_c,2,34,127,0
3,177120, Note_on_c,2,31,127,0
3,177128, Note_off_c,2,34,64,0
3,177276, Note_on_c,2,29,77,0
3,177476, Note_off_c,2,31,64,0
3,177516, Note_on_c,2,34,127,0
3,177536, Note_off_c,2,29,64,0
3,177676, Note_off_c,2,34,64,0
3,177852, Note_on_c,2,34,101,0
3,177996, Note_on_c,2,31,104,0
3,178068, Note_off_c,2,34,64,0
3,178244, Note_on_c,2,29,86,0
3,178380, Note_off_c,2,31,64,0
3,178532, Note_off_c,2,29,64,0
3,178564, Note_on_c,2,34,127,0
3,179048, Note_on_c,2,31,127,0
3,179100, Note_off_c,2,34,64,0
3,179292, Note_on_c,2,29,107,0
3,179436, Note_off_c,2,31,64,0
3,179524, Note_on_c,2,34,127,0
3,179556, Note_off_c,2,29,64,0
3,179672, Note_off_c,2,34,64,0
3,179776, Note_on_c,2,34,106,0
3,180028, Note_off_c,2,34,64,0
3,180164, Note_on_c,2,31,80,0
3,180400, Note_on_c,2,29,92,0
3,180480, Note_on_c,2,39,127,0
3,180560, Note_off_c,2,31,64,0
3,180776, Note_off_c,2,29,64,0
3,180820, Note_off_c,2,39,64,0
3,180960, Note_on_c,2,39,127,0
3,181056, Note_off_c,2,39,64,0
3,181204, Note_on_c,2,39,99,0
3,181292, Note_off_c,2,39,64,0
